kappa,a,beta,alpha,gamma,A0,C_GR,calC,Dstar,C_GR_computed_max_over_r,C_alpha_exact_family,theta_used_for_C_alpha,calC_exact_Calpha,eta,ghat,rho,D0,M0
0.85,0.34657359027997264,0.73,0.4026110578402393,1.1326110578402393,15.134065186728543,4.242640687119286,209883958.3745477,16.278928453954027,2.9687500000000013,10.928283244997562,0.4,26977160.15111239,0.0050251256281407045,2.475,1.1350405577749414,1,4
